expense_id,project_id,sap_cost_center,booking_date,expense_type,amount,sap_cost_code,gl_account,vendor,status,comment,source_system,tax_code,gst_amount,po_reference,po_value,contract_ref,po_status
135,3,CC-MEL-03,2026-08-01,Subcontractor,693803.79,SAP-5001,GL-6100,Kapitol Group,Approved,,Trade Account,G11,69380.38,PO-2026-2776,736866.51,CTR-CC-MEL-03-03,Matched
136,3,CC-MEL-03,2027-08-19,Plant Hire,68217.11,SAP-5003,GL-6300,Kennards Hire,Pending,,Trade Account,G11,6821.71,,0.0,,No PO
137,3,CC-MEL-03,2027-07-04,Subcontractor,716527.47,SAP-5001,GL-6100,Hacer Group,Approved,Possible cost allocation mismatch — verify WBS element,Trade Account,G11,71652.75,PO-2026-2802,846847.35,CTR-CC-MEL-03-03,Matched
138,3,CC-MEL-03,2026-05-24,Subcontractor,1019656.03,SAP-5001,GL-6100,Built Environs,Approved,,Trade Account,G11,101965.6,PO-2026-2815,1178529.04,CTR-CC-MEL-03-03,Matched
139,3,CC-MEL-03,2026-08-04,Subcontractor,948047.71,SAP-5001,GL-6100,Hacer Group,Approved,,Trade Account,G11,94804.77,,0.0,,No PO
140,3,CC-MEL-03,2027-02-08,Materials,677661.91,SAP-5002,GL-6200,BlueScope Distribution,Paid,,Trade Account,G11,67766.19,PO-2026-2841,820411.72,CTR-CC-MEL-03-03,Matched
141,3,CC-MEL-03,2027-03-22,Materials,493364.48,SAP-5002,GL-6200,Saint-Gobain Placo,Approved,Mismatch between SAP cost code and VO reference,Trade Account,G11,49336.45,PO-2026-2854,582826.78,CTR-CC-MEL-03-03,Matched
142,3,CC-MEL-03,2027-07-14,Materials,252396.42,SAP-5002,GL-6200,Saint-Gobain Placo,Approved,,Trade Account,G11,25239.64,PO-2026-2867,261720.93,CTR-CC-MEL-03-03,Matched
143,3,CC-MEL-03,2027-05-12,Permits & Compliance,6354.53,SAP-5005,GL-6500,Vic Department of Transport,Approved,,Site System,G12,0.0,PO-2026-2880,7816.9,,Matched
144,3,CC-MEL-03,2027-08-30,Materials,544802.45,SAP-5002,GL-6200,Sika Australia,Approved,,Trade Account,G11,54480.24,PO-2026-2893,619205.2,CTR-CC-MEL-03-03,Matched
145,3,CC-MEL-03,2027-01-09,Materials,577275.56,SAP-5002,GL-6200,Adbri Masonry,Approved,,Trade Account,G11,57727.56,PO-2026-2906,607189.66,CTR-CC-MEL-03-03,Matched
146,3,CC-MEL-03,2027-09-17,Subcontractor,667646.05,SAP-5001,GL-6100,Hickory Group,Approved,,Trade Account,G11,66764.61,PO-2026-2919,801945.7,CTR-CC-MEL-03-03,Matched
147,3,CC-MEL-03,2026-10-15,Subcontractor,1077691.75,SAP-5001,GL-6100,Kapitol Group,Approved,,Manual Entry,G11,107769.18,PO-2026-2932,1114676.23,CTR-CC-MEL-03-03,Matched
148,3,CC-MEL-03,2026-06-20,Subcontractor,717436.06,SAP-5001,GL-6100,Built Environs,Pending,,Trade Account,G11,71743.61,PO-2026-2945,718365.4,CTR-CC-MEL-03-03,Matched
149,3,CC-MEL-03,2026-12-29,Materials,343864.64,SAP-5002,GL-6200,Rebar Direct Pty Ltd,Approved,,Site System,G11,34386.46,,0.0,,No PO
150,3,CC-MEL-03,2026-04-16,Permits & Compliance,20150.17,SAP-5005,GL-6500,City of Melbourne Council,On Hold,,Site System,G12,0.0,PO-2026-2971,24996.95,,Matched
151,3,CC-MEL-03,2026-12-26,Subcontractor,550873.11,SAP-5001,GL-6100,Cockram Constructions,Pending,,Trade Account,G11,55087.31,PO-2026-2984,569354.9,CTR-CC-MEL-03-03,Matched
152,3,CC-MEL-03,2026-11-28,Professional Services,157624.37,SAP-5004,GL-6400,Arcadis Australia Pacific,Paid,High variance to approved payment schedule,Concur Export,G11,15762.44,PO-2026-2997,187465.92,CTR-CC-MEL-03-03,Matched
153,3,CC-MEL-03,2026-06-15,Permits & Compliance,2319.41,SAP-5005,GL-6500,EPA Victoria,Approved,High variance to approved payment schedule,Manual Entry,G12,0.0,,0.0,,No PO
154,3,CC-MEL-03,2026-12-02,Travel & Accommodation,4487.64,SAP-5006,GL-6600,FCm Travel Solutions,Paid,,Concur Export,G11,448.76,PO-2026-3023,3651.81,,Over PO
155,3,CC-MEL-03,2026-10-22,Plant Hire,151066.37,SAP-5003,GL-6300,All Cranes Hire & Sales,Approved,Vendor invoice pending project manager approval,Trade Account,G11,15106.64,PO-2026-3036,165176.91,,Matched
156,3,CC-MEL-03,2026-06-01,Plant Hire,285903.45,SAP-5003,GL-6300,All Cranes Hire & Sales,Pending,,Trade Account,G11,28590.35,PO-2026-3049,293923.67,,Matched
157,3,CC-MEL-03,2027-06-05,Materials,778223.73,SAP-5002,GL-6200,BlueScope Distribution,Approved,,Trade Account,G11,77822.37,,0.0,,No PO
158,3,CC-MEL-03,2027-06-26,Materials,276458.33,SAP-5002,GL-6200,Sika Australia,Paid,,Trade Account,G11,27645.83,PO-2026-3075,276666.74,CTR-CC-MEL-03-03,Matched
159,3,CC-MEL-03,2026-05-19,Materials,154036.47,SAP-5002,GL-6200,Holcim Australia Pty Ltd,On Hold,,Trade Account,G11,15403.65,PO-2026-3088,123486.2,CTR-CC-MEL-03-03,Over PO
160,3,CC-MEL-03,2027-03-31,Subcontractor,1497873.63,SAP-5001,GL-6100,Buxton Construction,Approved,,Trade Account,G11,149787.36,PO-2026-3101,1742601.5,CTR-CC-MEL-03-03,Matched
161,3,CC-MEL-03,2027-01-09,Materials,898560.89,SAP-5002,GL-6200,Adbri Masonry,Pending,,Trade Account,G11,89856.09,PO-2026-3114,950152.68,CTR-CC-MEL-03-03,Matched
162,3,CC-MEL-03,2026-03-26,Subcontractor,1057260.38,SAP-5001,GL-6100,Watpac Civil & Mining,Approved,Awaiting delivery confirmation from site supervisor,Trade Account,G11,105726.04,PO-2026-3127,1243149.56,CTR-CC-MEL-03-03,Matched
163,3,CC-MEL-03,2026-05-06,Materials,344669.04,SAP-5002,GL-6200,Adbri Masonry,Approved,,Trade Account,G11,34466.9,PO-2026-3140,394310.89,CTR-CC-MEL-03-03,Matched
164,3,CC-MEL-03,2027-05-07,Subcontractor,1271450.87,SAP-5001,GL-6100,Probuild Constructions,Approved,Awaiting delivery confirmation from site supervisor,Trade Account,G11,127145.09,PO-2026-3153,1470430.75,CTR-CC-MEL-03-03,Matched
165,3,CC-MEL-03,2027-05-10,Travel & Accommodation,1327.13,SAP-5006,GL-6600,Corporate Travel Management (CTM),Pending,,Concur Export,G11,132.71,PO-2026-3166,1407.08,,Matched
166,3,CC-MEL-03,2027-09-03,Professional Services,245409.24,SAP-5004,GL-6400,AECOM Australia Pty Ltd,Approved,,Concur Export,G11,24540.92,PO-2026-3179,301989.94,CTR-CC-MEL-03-03,Matched
167,3,CC-MEL-03,2026-05-23,Subcontractor,1252682.5,SAP-5001,GL-6100,Buxton Construction,Approved,,Trade Account,G11,125268.25,PO-2026-3192,1402814.68,CTR-CC-MEL-03-03,Matched
168,3,CC-MEL-03,2027-07-13,Subcontractor,334841.88,SAP-5001,GL-6100,Kane Constructions,Paid,,Trade Account,G11,33484.19,PO-2026-3205,354876.39,CTR-CC-MEL-03-03,Matched
169,3,CC-MEL-03,2027-08-01,Materials,519886.14,SAP-5002,GL-6200,CSR Building Products,Pending,,Trade Account,G11,51988.61,PO-2026-3218,561507.35,CTR-CC-MEL-03-03,Matched
170,3,CC-MEL-03,2027-09-27,Subcontractor,598525.14,SAP-5001,GL-6100,Kane Constructions,Paid,,Trade Account,G11,59852.51,PO-2026-3231,504361.82,CTR-CC-MEL-03-03,Over PO
171,3,CC-MEL-03,2027-07-25,Materials,785076.65,SAP-5002,GL-6200,CSR Building Products,Pending,,Trade Account,G11,78507.67,PO-2026-3244,681012.71,CTR-CC-MEL-03-03,Over PO
172,3,CC-MEL-03,2026-05-25,Travel & Accommodation,3801.73,SAP-5006,GL-6600,Crown Towers Melbourne,On Hold,,Concur Export,G11,380.17,PO-2026-3257,4602.51,,Matched
173,3,CC-MEL-03,2027-07-17,Materials,628816.36,SAP-5002,GL-6200,CSR Building Products,Paid,Awaiting delivery confirmation from site supervisor,Trade Account,G11,62881.64,,0.0,,No PO
174,3,CC-MEL-03,2027-05-24,Travel & Accommodation,3227.66,SAP-5006,GL-6600,Crown Towers Melbourne,Paid,,Concur Export,G11,322.77,,0.0,,No PO
175,3,CC-MEL-03,2027-03-27,Materials,143591.96,SAP-5002,GL-6200,CSR Building Products,On Hold,,Trade Account,G11,14359.2,PO-2026-3296,154360.45,,Matched
176,3,CC-MEL-03,2026-03-19,Subcontractor,415225.67,SAP-5001,GL-6100,Buxton Construction,Paid,Intercompany recharge — allocation pending CFO review,Trade Account,G11,41522.57,PO-2026-3309,473965.22,CTR-CC-MEL-03-03,Matched
177,3,CC-MEL-03,2026-05-25,Subcontractor,243274.76,SAP-5001,GL-6100,Cockram Constructions,Paid,,Trade Account,G11,24327.48,PO-2026-3322,254182.87,CTR-CC-MEL-03-03,Matched
178,3,CC-MEL-03,2027-01-10,Plant Hire,255471.62,SAP-5003,GL-6300,All Cranes Hire & Sales,Approved,,Site System,G11,25547.16,PO-2026-3335,312730.84,,Matched
179,3,CC-MEL-03,2026-05-03,Professional Services,242262.38,SAP-5004,GL-6400,GHD Advisory,Approved,,Concur Export,G11,24226.24,PO-2026-3348,279441.49,CTR-CC-MEL-03-03,Matched
180,3,CC-MEL-03,2026-10-29,Subcontractor,1116175.82,SAP-5001,GL-6100,Hickory Group,Approved,,Trade Account,G11,111617.58,PO-2026-3361,1300532.32,CTR-CC-MEL-03-03,Matched
181,4,CC-MEL-04,2026-03-31,Professional Services,82242.43,SAP-5004,GL-6400,GHD Advisory,Paid,,Concur Export,G11,8224.24,,0.0,,No PO
182,4,CC-MEL-04,2026-10-23,Subcontractor,916191.24,SAP-5001,GL-6100,Watpac Civil & Mining,Pending,Possible cost allocation mismatch — verify WBS element,Trade Account,G11,91619.12,,0.0,,No PO
183,4,CC-MEL-04,2026-10-25,Subcontractor,605590.74,SAP-5001,GL-6100,Buxton Construction,Paid,,Trade Account,G11,60559.07,PO-2026-3407,516168.66,CTR-CC-MEL-04-04,Over PO
184,4,CC-MEL-04,2026-06-14,Materials,446266.19,SAP-5002,GL-6200,Holcim Australia Pty Ltd,Pending,High variance to approved payment schedule,Manual Entry,G11,44626.62,PO-2026-3420,501581.16,CTR-CC-MEL-04-04,Matched
185,4,CC-MEL-04,2026-06-29,Subcontractor,1138424.46,SAP-5001,GL-6100,Buxton Construction,Pending,,Trade Account,G11,113842.45,PO-2026-3433,1307592.32,CTR-CC-MEL-04-04,Matched
186,4,CC-MEL-04,2026-06-24,Subcontractor,219538.12,SAP-5001,GL-6100,Hacer Group,Approved,,Trade Account,G11,21953.81,PO-2026-3446,232843.46,CTR-CC-MEL-04-04,Matched
187,4,CC-MEL-04,2026-04-14,Subcontractor,1452242.19,SAP-5001,GL-6100,Cockram Constructions,Paid,,Manual Entry,G11,145224.22,PO-2026-3459,1709422.32,CTR-CC-MEL-04-04,Matched
188,4,CC-MEL-04,2026-06-16,Subcontractor,235374.14,SAP-5001,GL-6100,Buxton Construction,Approved,,Trade Account,G11,23537.41,PO-2026-3472,239726.51,CTR-CC-MEL-04-04,Matched
189,4,CC-MEL-04,2026-07-15,Materials,844345.08,SAP-5002,GL-6200,James Hardie Building Products,Paid,,Trade Account,G11,84434.51,PO-2026-3485,867431.46,CTR-CC-MEL-04-04,Matched
190,4,CC-MEL-04,2026-08-04,Subcontractor,1358249.01,SAP-5001,GL-6100,Cockram Constructions,On Hold,,Trade Account,G11,135824.9,PO-2026-3498,1084881.36,CTR-CC-MEL-04-04,Over PO
191,4,CC-MEL-04,2026-09-06,Materials,512598.28,SAP-5002,GL-6200,Saint-Gobain Placo,Paid,,Trade Account,G11,51259.83,PO-2026-3511,515745.97,CTR-CC-MEL-04-04,Matched
192,4,CC-MEL-04,2026-04-27,Subcontractor,663562.75,SAP-5001,GL-6100,Probuild Constructions,Pending,,Trade Account,G11,66356.28,PO-2026-3524,738619.53,CTR-CC-MEL-04-04,Matched
193,4,CC-MEL-04,2026-04-06,Subcontractor,426115.59,SAP-5001,GL-6100,Hacer Group,Paid,,Trade Account,G11,42611.56,PO-2026-3537,461375.55,CTR-CC-MEL-04-04,Matched
194,4,CC-MEL-04,2026-08-02,Professional Services,206875.99,SAP-5004,GL-6400,WSP Australia,Approved,,Concur Export,G11,20687.6,PO-2026-3550,226986.19,CTR-CC-MEL-04-04,Matched
195,4,CC-MEL-04,2026-10-13,Professional Services,86041.4,SAP-5004,GL-6400,GHD Advisory,Approved,,Concur Export,G11,8604.14,PO-2026-3563,104597.01,CTR-CC-MEL-04-04,Matched
196,4,CC-MEL-04,2026-07-11,Materials,382319.07,SAP-5002,GL-6200,Saint-Gobain Placo,Paid,,Site System,G11,38231.91,PO-2026-3576,410748.78,CTR-CC-MEL-04-04,Matched
197,4,CC-MEL-04,2026-07-22,Subcontractor,200000.0,SAP-5001,GL-6100,Watpac Civil & Mining,Paid,,Trade Account,G11,20000.0,PO-2026-3589,170580.98,CTR-CC-MEL-04-04,Over PO
198,4,CC-MEL-04,2026-04-07,Plant Hire,73030.27,SAP-5003,GL-6300,All Cranes Hire & Sales,Pending,High variance to approved payment schedule,Site System,G11,7303.03,PO-2026-3602,88832.6,,Matched
199,4,CC-MEL-04,2026-08-27,Professional Services,180401.59,SAP-5004,GL-6400,Turner & Townsend,Pending,Possible cost allocation mismatch — verify WBS element,Concur Export,G11,18040.16,PO-2026-3615,181876.15,CTR-CC-MEL-04-04,Matched
200,4,CC-MEL-04,2026-10-20,Plant Hire,213861.73,SAP-5003,GL-6300,Adaptalift Hyster,Pending,,Trade Account,G11,21386.17,PO-2026-3628,266840.29,,Matched
201,4,CC-MEL-04,2026-03-05,Plant Hire,136607.27,SAP-5003,GL-6300,Sherrin Rentals,Paid,,Trade Account,G11,13660.73,PO-2026-3641,137708.0,,Matched
202,4,CC-MEL-04,2026-11-09,Materials,395257.15,SAP-5002,GL-6200,Holcim Australia Pty Ltd,Paid,,Trade Account,G11,39525.72,PO-2026-3654,456141.69,CTR-CC-MEL-04-04,Matched
203,4,CC-MEL-04,2026-06-26,Materials,253179.27,SAP-5002,GL-6200,Sika Australia,On Hold,,Trade Account,G11,25317.93,PO-2026-3667,285739.07,CTR-CC-MEL-04-04,Matched
204,4,CC-MEL-04,2026-03-17,Travel & Accommodation,6003.18,SAP-5006,GL-6600,Corporate Travel Management (CTM),Paid,Vendor invoice pending project manager approval,Concur Export,G11,600.32,PO-2026-3680,7146.0,,Matched
205,4,CC-MEL-04,2026-02-19,Materials,449989.04,SAP-5002,GL-6200,Hanson Construction Materials,Paid,,Trade Account,G11,44998.9,PO-2026-3693,481288.67,CTR-CC-MEL-04-04,Matched
206,4,CC-MEL-04,2026-02-28,Subcontractor,1622148.05,SAP-5001,GL-6100,John Holland Group,Paid,,Trade Account,G11,162214.81,PO-2026-3706,1647830.99,CTR-CC-MEL-04-04,Matched
207,4,CC-MEL-04,2026-07-03,Professional Services,255540.28,SAP-5004,GL-6400,Turner & Townsend,Pending,Intercompany recharge — allocation pending CFO review,Concur Export,G11,25554.03,PO-2026-3719,299145.16,CTR-CC-MEL-04-04,Matched
208,4,CC-MEL-04,2026-08-19,Subcontractor,527937.78,SAP-5001,GL-6100,Probuild Constructions,Approved,,Trade Account,G11,52793.78,PO-2026-3732,548920.33,CTR-CC-MEL-04-04,Matched
209,4,CC-MEL-04,2026-05-11,Subcontractor,802495.99,SAP-5001,GL-6100,Probuild Constructions,Pending,Possible cost allocation mismatch — verify WBS element,Trade Account,G11,80249.6,PO-2026-3745,829118.75,CTR-CC-MEL-04-04,Matched
210,4,CC-MEL-04,2026-08-16,Subcontractor,1764934.1,SAP-5001,GL-6100,Hacer Group,Paid,,Trade Account,G11,176493.41,,0.0,,No PO
211,4,CC-MEL-04,2026-02-16,Subcontractor,1323751.45,SAP-5001,GL-6100,Probuild Constructions,Pending,Retention clause applies — partial payment released,Trade Account,G11,132375.14,PO-2026-3771,1394259.57,CTR-CC-MEL-04-04,Matched
212,4,CC-MEL-04,2026-03-16,Materials,120000.0,SAP-5002,GL-6200,Adbri Masonry,Pending,,Manual Entry,G11,12000.0,PO-2026-3784,124194.91,,Matched
213,4,CC-MEL-04,2026-01-25,Materials,542731.71,SAP-5002,GL-6200,Saint-Gobain Placo,Paid,,Trade Account,G11,54273.17,PO-2026-3797,611865.22,CTR-CC-MEL-04-04,Matched
214,4,CC-MEL-04,2026-09-24,Subcontractor,200000.0,SAP-5001,GL-6100,Kane Constructions,Paid,Possible cost allocation mismatch — verify WBS element,Manual Entry,G11,20000.0,PO-2026-3810,206599.14,CTR-CC-MEL-04-04,Matched
215,4,CC-MEL-04,2026-01-20,Plant Hire,191311.08,SAP-5003,GL-6300,Sherrin Rentals,Pending,Vendor invoice pending project manager approval,Trade Account,G11,19131.11,,0.0,,No PO
216,4,CC-MEL-04,2026-10-13,Plant Hire,98757.51,SAP-5003,GL-6300,Sherrin Rentals,Pending,,Trade Account,G11,9875.75,,0.0,,No PO
217,4,CC-MEL-04,2026-02-14,Materials,641674.37,SAP-5002,GL-6200,James Hardie Building Products,Approved,,Manual Entry,G11,64167.44,PO-2026-3849,680893.47,CTR-CC-MEL-04-04,Matched
218,4,CC-MEL-04,2026-01-17,Subcontractor,451620.27,SAP-5001,GL-6100,Probuild Constructions,Approved,,Trade Account,G11,45162.03,PO-2026-3862,532998.35,CTR-CC-MEL-04-04,Matched
219,4,CC-MEL-04,2026-08-19,Plant Hire,67086.74,SAP-5003,GL-6300,Coates Hire Operations,Approved,Retention clause applies — partial payment released,Manual Entry,G11,6708.67,PO-2026-3875,75407.97,,Matched
220,4,CC-MEL-04,2026-03-05,Professional Services,117043.42,SAP-5004,GL-6400,WSP Australia,Paid,,Concur Export,G11,11704.34,PO-2026-3888,117118.58,CTR-CC-MEL-04-04,Matched
221,4,CC-MEL-04,2026-01-30,Subcontractor,1405778.4,SAP-5001,GL-6100,Probuild Constructions,Pending,,Trade Account,G11,140577.84,PO-2026-3901,1518873.98,CTR-CC-MEL-04-04,Matched
222,4,CC-MEL-04,2026-02-07,Subcontractor,681364.3,SAP-5001,GL-6100,Watpac Civil & Mining,Approved,,Manual Entry,G11,68136.43,PO-2026-3914,693105.3,CTR-CC-MEL-04-04,Matched
223,4,CC-MEL-04,2026-06-10,Subcontractor,920933.88,SAP-5001,GL-6100,Built Environs,Pending,,Trade Account,G11,92093.39,PO-2026-3927,1057160.94,CTR-CC-MEL-04-04,Matched
224,4,CC-MEL-04,2026-01-15,Plant Hire,129773.27,SAP-5003,GL-6300,Adaptalift Hyster,Paid,Awaiting delivery confirmation from site supervisor,Trade Account,G11,12977.33,PO-2026-3940,158232.5,,Matched
225,4,CC-MEL-04,2026-02-11,Subcontractor,1144334.16,SAP-5001,GL-6100,Built Environs,On Hold,High variance to approved payment schedule,Trade Account,G11,114433.42,PO-2026-3953,1401033.34,CTR-CC-MEL-04-04,Matched
226,4,CC-MEL-04,2026-08-01,Materials,665554.8,SAP-5002,GL-6200,Holcim Australia Pty Ltd,Approved,,Trade Account,G11,66555.48,PO-2026-3966,704950.94,CTR-CC-MEL-04-04,Matched
227,4,CC-MEL-04,2026-05-11,Plant Hire,165504.8,SAP-5003,GL-6300,All Cranes Hire & Sales,Approved,,Site System,G11,16550.48,PO-2026-3979,171935.1,,Matched
228,4,CC-MEL-04,2026-08-31,Materials,781562.44,SAP-5002,GL-6200,Sika Australia,Approved,,Trade Account,G11,78156.24,PO-2026-3992,695409.85,CTR-CC-MEL-04-04,Over PO
229,4,CC-MEL-04,2026-07-13,Subcontractor,459833.78,SAP-5001,GL-6100,Hacer Group,Approved,High variance to approved payment schedule,Trade Account,G11,45983.38,PO-2026-4005,463406.93,CTR-CC-MEL-04-04,Matched
230,4,CC-MEL-04,2026-03-24,Plant Hire,43299.65,SAP-5003,GL-6300,Kennards Hire,Approved,Intercompany recharge — allocation pending CFO review,Manual Entry,G11,4329.97,PO-2026-4018,39480.09,,Over PO
231,4,CC-MEL-04,2026-01-23,Subcontractor,347490.93,SAP-5001,GL-6100,Cockram Constructions,On Hold,,Trade Account,G11,34749.09,PO-2026-4031,355481.37,CTR-CC-MEL-04-04,Matched
232,4,CC-MEL-04,2026-09-23,Subcontractor,534624.8,SAP-5001,GL-6100,Cockram Constructions,Approved,,Trade Account,G11,53462.48,PO-2026-4044,559638.71,CTR-CC-MEL-04-04,Matched
233,4,CC-MEL-04,2026-09-24,Subcontractor,980056.02,SAP-5001,GL-6100,Cockram Constructions,Pending,,Trade Account,G11,98005.6,PO-2026-4057,1013680.77,CTR-CC-MEL-04-04,Matched
234,4,CC-MEL-04,2026-07-14,Subcontractor,1754809.66,SAP-5001,GL-6100,Built Environs,Pending,,Trade Account,G11,175480.97,PO-2026-4070,1895898.3,CTR-CC-MEL-04-04,Matched
235,4,CC-MEL-04,2026-10-10,Subcontractor,1372964.92,SAP-5001,GL-6100,Hickory Group,Approved,,Trade Account,G11,137296.49,PO-2026-4083,1135569.46,CTR-CC-MEL-04-04,Over PO
236,4,CC-MEL-04,2026-07-29,Plant Hire,137525.69,SAP-5003,GL-6300,Kennards Hire,Approved,,Site System,G11,13752.57,PO-2026-4096,120307.9,,Over PO
237,4,CC-MEL-04,2026-10-27,Subcontractor,836940.97,SAP-5001,GL-6100,Hacer Group,On Hold,,Trade Account,G11,83694.1,PO-2026-4109,950372.54,CTR-CC-MEL-04-04,Matched
238,4,CC-MEL-04,2026-01-12,Subcontractor,774662.99,SAP-5001,GL-6100,Cockram Constructions,Approved,,Trade Account,G11,77466.3,PO-2026-4122,809030.89,CTR-CC-MEL-04-04,Matched
239,4,CC-MEL-04,2026-02-18,Permits & Compliance,19628.17,SAP-5005,GL-6500,Vic Department of Transport,Approved,,Site System,G12,0.0,PO-2026-4135,16553.82,,Over PO
240,4,CC-MEL-04,2026-10-26,Professional Services,105451.54,SAP-5004,GL-6400,Turner & Townsend,Paid,,Concur Export,G11,10545.15,PO-2026-4148,120977.97,CTR-CC-MEL-04-04,Matched
241,5,CC-SYD-05,2027-04-01,Plant Hire,29988.53,SAP-5003,GL-6300,Kennards Hire,On Hold,,Manual Entry,G11,2998.85,PO-2026-4168,30231.31,,Matched
242,5,CC-SYD-05,2026-12-17,Travel & Accommodation,501.51,SAP-5006,GL-6600,Marriott Hotels Australia,Approved,,Concur Export,G11,50.15,PO-2026-4181,522.56,,Matched
243,5,CC-SYD-05,2026-08-12,Materials,303785.12,SAP-5002,GL-6200,CSR Building Products,Paid,,Site System,G11,30378.51,PO-2026-4194,307441.74,CTR-CC-SYD-05-05,Matched
244,5,CC-SYD-05,2026-10-16,Professional Services,126844.17,SAP-5004,GL-6400,Turner & Townsend,Approved,,Concur Export,G11,12684.42,PO-2026-4207,148634.74,CTR-CC-SYD-05-05,Matched
245,5,CC-SYD-05,2026-05-30,Professional Services,23635.04,SAP-5004,GL-6400,Stantec Consulting,Approved,,Concur Export,G11,2363.5,PO-2026-4220,26867.41,,Matched
246,5,CC-SYD-05,2026-06-30,Permits & Compliance,47344.24,SAP-5005,GL-6500,NSW Planning Department,Pending,,Site System,G12,0.0,PO-2026-4233,58877.28,,Matched
247,5,CC-SYD-05,2026-08-06,Permits & Compliance,10649.92,SAP-5005,GL-6500,WorkSafe Victoria,Approved,,Site System,G12,0.0,PO-2026-4246,10795.04,,Matched
248,5,CC-SYD-05,2026-07-03,Professional Services,54734.48,SAP-5004,GL-6400,Turner & Townsend,Paid,,Concur Export,G11,5473.45,PO-2026-4259,50425.66,CTR-CC-SYD-05-05,Over PO
249,5,CC-SYD-05,2026-10-19,Subcontractor,563447.31,SAP-5001,GL-6100,Built Environs,Approved,,Trade Account,G11,56344.73,PO-2026-4272,595316.21,CTR-CC-SYD-05-05,Matched
250,5,CC-SYD-05,2027-01-09,Plant Hire,157171.68,SAP-5003,GL-6300,All Cranes Hire & Sales,Pending,,Trade Account,G11,15717.17,,0.0,,No PO
251,5,CC-SYD-05,2026-09-07,Travel & Accommodation,2358.44,SAP-5006,GL-6600,Corporate Travel Management (CTM),Approved,,Concur Export,G11,235.84,PO-2026-4298,2889.36,,Matched
252,5,CC-SYD-05,2026-07-24,Subcontractor,1425746.8,SAP-5001,GL-6100,Kapitol Group,Paid,Mismatch between SAP cost code and VO reference,Trade Account,G11,142574.68,PO-2026-4311,1497718.24,CTR-CC-SYD-05-05,Matched
253,5,CC-SYD-05,2027-01-14,Permits & Compliance,29504.06,SAP-5005,GL-6500,Vic Department of Transport,Approved,,Site System,G12,0.0,PO-2026-4324,35305.67,,Matched
254,5,CC-SYD-05,2027-01-30,Materials,151932.41,SAP-5002,GL-6200,James Hardie Building Products,Paid,,Site System,G11,15193.24,PO-2026-4337,155768.34,CTR-CC-SYD-05-05,Matched
255,5,CC-SYD-05,2027-02-12,Professional Services,177234.85,SAP-5004,GL-6400,Stantec Consulting,Pending,,Concur Export,G11,17723.49,PO-2026-4350,207400.79,CTR-CC-SYD-05-05,Matched
256,5,CC-SYD-05,2026-10-14,Plant Hire,325325.84,SAP-5003,GL-6300,Coates Hire Operations,Approved,,Trade Account,G11,32532.58,PO-2026-4363,365309.95,,Matched
257,5,CC-SYD-05,2026-09-18,Subcontractor,418321.29,SAP-5001,GL-6100,Hickory Group,Approved,,Trade Account,G11,41832.13,PO-2026-4376,343092.14,CTR-CC-SYD-05-05,Over PO
258,5,CC-SYD-05,2026-06-27,Materials,460072.11,SAP-5002,GL-6200,CSR Building Products,Approved,,Trade Account,G11,46007.21,PO-2026-4389,520374.48,CTR-CC-SYD-05-05,Matched
259,5,CC-SYD-05,2026-10-08,Subcontractor,250945.89,SAP-5001,GL-6100,John Holland Group,Paid,,Trade Account,G11,25094.59,PO-2026-4402,290809.26,CTR-CC-SYD-05-05,Matched
260,5,CC-SYD-05,2026-12-05,Subcontractor,1542508.44,SAP-5001,GL-6100,Cockram Constructions,Pending,,Trade Account,G11,154250.84,PO-2026-4415,1831328.16,CTR-CC-SYD-05-05,Matched
261,5,CC-SYD-05,2026-07-29,Subcontractor,361420.94,SAP-5001,GL-6100,Cockram Constructions,Paid,,Trade Account,G11,36142.09,PO-2026-4428,363232.78,CTR-CC-SYD-05-05,Matched
262,5,CC-SYD-05,2026-09-10,Subcontractor,1084314.45,SAP-5001,GL-6100,John Holland Group,Paid,,Trade Account,G11,108431.45,PO-2026-4441,1315161.25,CTR-CC-SYD-05-05,Matched
263,5,CC-SYD-05,2026-05-29,Subcontractor,1066273.68,SAP-5001,GL-6100,Built Environs,Approved,,Manual Entry,G11,106627.37,PO-2026-4454,1215940.42,CTR-CC-SYD-05-05,Matched
264,5,CC-SYD-05,2027-02-28,Plant Hire,274019.1,SAP-5003,GL-6300,Sherrin Rentals,Approved,,Trade Account,G11,27401.91,PO-2026-4467,318647.66,,Matched
265,5,CC-SYD-05,2027-04-11,Professional Services,106154.42,SAP-5004,GL-6400,Arup Pty Ltd,Approved,,Concur Export,G11,10615.44,PO-2026-4480,116891.91,CTR-CC-SYD-05-05,Matched
266,5,CC-SYD-05,2027-01-05,Professional Services,121882.66,SAP-5004,GL-6400,Arcadis Australia Pacific,Paid,,Manual Entry,G11,12188.27,PO-2026-4493,131029.8,CTR-CC-SYD-05-05,Matched
267,5,CC-SYD-05,2027-04-13,Subcontractor,1321297.31,SAP-5001,GL-6100,Watpac Civil & Mining,Paid,,Trade Account,G11,132129.73,PO-2026-4506,1432164.88,CTR-CC-SYD-05-05,Matched
268,5,CC-SYD-05,2026-10-14,Plant Hire,284526.24,SAP-5003,GL-6300,Tutt Bryant Equipment,Approved,,Site System,G11,28452.62,PO-2026-4519,346154.15,,Matched
